Index,Citation
96,"E. T. Daskalopoulos and O. Machek, ""Leveraging social capital for digital transformation: The role of ambidexterity and familial orientation,"" The Journal of High Technology Management Research, vol. 35, no. 2, Article 100512, 2024. [Online]. Available: https://doi.org/10.1016/j.hitech.2024.100512"
97,"P. Lu, ""Digital Transformation for Micro, Small, and Medium Enterprises (MSMEs): Significance, Challenges, and Pathways to Sustainable Value Creation,"" TechRxiv, Aug. 2022. [Online]. Available: https://www.techrxiv.org/users/911397/articles/1291457-digital-transformation-for-micro-small-and-medium-enterprises-msmes-significance-challenges-and-pathways-to-sustainable-value-creation"
98,"A. Khare, S. Martha, and S. Agrawal, ""Rethinking Digital Transformation Metrics: Moving Beyond Traditional ROI,"" TechRxiv, Aug. 2023. [Online]. Available: https://www.techrxiv.org/doi/full/10.36227/techrxiv.172503986.60735611/v1"
99,"Z. Wang, W. Yang, Q. Liu, Y. Zhao, P. Liu, D. Wu, M. Banu, and L. Chen, ""Artificial intelligence in additive manufacturing: A review and future directions,"" Journal of Manufacturing Processes, vol. 77, pp. 13–31, 2022. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S1526612522001334"
100,"A. Kumar, S. Tiwari, and L. C. Jain, ""Artificial intelligence-driven cyber-physical production systems in Industry 4.0: opportunities, challenges and future research directions,"" Production & Manufacturing Research, vol. 6, no. 1, pp. 240–272, 2018. [Online]. Available: https://doi.org/10.1080/21693277.2018.1502697"
101,"H. Ben Slama, R. Gaha, A. BenAmara, and B. Eynard, ""Features interaction-based methodology for selecting process plan of green machining using CAD/CAM system,"" International Journal of Computer Integrated Manufacturing, vol. 36, no. 11, pp. 1242–1259, 2023. [Online]. Available: https://doi.org/10.1080/0951192X.2023.2189309"
102,"D. Vashist and N. Singh, ""Analysis of Power Train Design of EV,"" International Journal of Computer Aided Manufacturing, vol. 9, no. 2, pp. 16–24, 2023. [Online]. Available: https://mechanical.journalspub.info/index.php?journal=JCAM&page=article&op=view&path[]=1902"
103,"S. Garimella, S. W. Thomas, S. J. Wright, and J. W. Bae, “Robust Model Predictive Control via Scenario Optimization with Applications to Process Systems,” SIAM Journal on Optimization, vol. 29, no. 4, pp. 2909–2939, 2019. [Online]. Available: https://epubs.siam.org/doi/10.1137/18M1200978"
104,"F. T. Johansen, R. S. Rios, and K. M. Bristow, “On Solving Large-Scale Nonlinear Process Optimization Problems with Order-of-Magnitude Differences in Variable Scales,” SIAM Journal on Optimization, vol. 28, no. 2, pp. 1305–1329, 2018. [Online]. Available: https://epubs.siam.org/doi/10.1137/17M1126790"
105,"F. Sholahudin Rohman, S. Rafidah Wan Alwi, and A. Azmi, ""Finite Element-Based Optimization of Industrial Low-Density Polyethylene Production in a Tubular Reactor: Addressing Energy and Productivity Challenges,"" Process Integration and Optimization for Sustainability, vol. 9, 2025, [Online]. Available: https://link.springer.com/article/10.1007/s41660-025-00399-x"
