Index,Citation
78,"Q. Zhang, Y. Wei, Z. Han, H. Fu, X. Peng, C. Deng, Q. Hu, C. Xu, J. Wen, D. Hu, and C. Zhang, “Multimodal Fusion on Low-quality Data: A Comprehensive Survey,” arXiv preprint arXiv:2404.18947 [cs.LG], Nov. 2024. [Online]. Available: https://arxiv.org/abs/2404.18947"
79,"A. Dehghani Zahedani, T. McLaughlin, A. Veluvali, N. Aghaeepour, A. Hosseinian, S. Agarwal, J. Ruan, S. Tripathi, M. Woodward, N. Hashemi, and M. Snyder, ""Digital health application integrating wearable data and behavioral patterns improves metabolic health,"" npj Digital Medicine, vol. 6, Article no. 216, 2023. [Online]. Available: https://www.nature.com/articles/s41746-023-00956-y"
80,"H. Lee, H.-L. Yang, H. G. Ryu, C.-W. Jung, Y. J. Cho, S. B. Yoon, H.-K. Yoon, and H.-C. Lee, ""Real-time machine learning model to predict in-hospital cardiac arrest using heart rate variability in ICU,"" npj Digital Medicine, vol. 6, Article no. 215, 2023. [Online]. Available: https://www.nature.com/articles/s41746-023-00960-2"
81,"M. Nikolova-Simons, R. Keldermann, Y. Peters, W. Compagner, L. Montenij, Y. de Jong, and R. A. Bouwman, ""Predictive analytics for cardio-thoracic surgery duration as a stepstone towards data-driven capacity management,"" npj Digital Medicine, vol. 6, Article no. 205, 2023. [Online]. Available: https://www.nature.com/articles/s41746-023-00938-0"
82,"W. Barker, W. Chang, J. Everson, M. Gabriel, V. Patel, C. Richwine, and C. Strawley, ""The Evolution of Health Information Technology for Enhanced Patient-Centric Care in the United States: Data-Driven Descriptive Study,"" Journal of Medical Internet Research, vol. 26, 2024, Article e59791. Published: Oct. 28, 2024. Available: https://www.jmir.org/2024/1/e59791 doi: 10.2196/59791"
83,"I. J. Borges do Nascimento, M. S. Marcolino, H. M. Abdulazeem, I. Weerasekara, N. Azzopardi-Muscat, M. A. Gonçalves, and D. Novillo-Ortiz, ""Impact of Big Data Analytics on People’s Health: Overview of Systematic Reviews and Recommendations for Future Studies,"" Journal of Medical Internet Research, vol. 23, no. 4, pp. e27275, Apr. 2021. Available: https://www.jmir.org/2021/4/e27275/ doi: 10.2196/27275"
84,"M. Wang, S. Li, T. Zheng, N. Li, Q. Shi, X. Zhuo, R. Ding, and Y. Huang, ""Big Data Health Care Platform With Multisource Heterogeneous Data Integration and Massive High-Dimensional Data Governance for Large Hospitals: Design, Development, and Application,"" JMIR Medical Informatics, vol. 10, no. 4, pp. e36481, Apr. 2022. Available: https://medinform.jmir.org/2022/4/e36481/ doi: 10.2196/36481"
85,"S. Mohammed, T.-H. Kim, R.-S. Chang, and C. Ramos, ""Guest Editorial: Data Analytics for Public Health Care,"" IEEE Journal of Biomedical and Health Informatics, vol. 26, no. 4, pp. 1409-1410, Apr. 2022. [Online]. Available: https://ieeexplore.ieee.org/document/9757035/"
86,"M. Habib, Z. Wang, S. Qiu, H. Liu, J. Qi, P. Kumar, and W. Chen, ""Machine Learning Based Healthcare System for Investigating the Association Between Depression and Quality of Life,"" IEEE Journal of Biomedical and Health Informatics, vol. 26, no. 6, pp. 2795-2805, Jun. 2022. [Online]. Available: https://ieeexplore.ieee.org/document/9670709/"
87,"G. Dharmarathne, T. N. Jayasinghe, M. Bogahawaththa, D. Meddage, and U. Rathnayake, ""A novel machine learning approach for diagnosing diabetes with a self-explainable interface,"" Healthcare Analytics, vol. 7, Article 100301, 2024. [Online]. Available: https://doi.org/10.1016/j.health.2024.100301"
88,"Kavyashree C., H. S. Vimala, and Shreyas J., ""A systematic review of artificial intelligence techniques for oral cancer detection,"" Healthcare Analytics, vol. 7, Article 100304, Jan. 2024. [Online]. Available: https://doi.org/10.1016/j.health.2024.100304"
89,"R. A. Rasul, P. K. Saha, D. Bala, S. Karim, Md. I. Abdullah, and B. P. Saha, ""An evaluation of machine learning approaches for early diagnosis of autism spectrum disorder,"" Healthcare Analytics, vol. 7, Article 100293, Jun. 2024. [Online]. Available: https://doi.org/10.1016/j.health.2024.100293"
90,"M. Badawy, N. Ramadan, and H. A. Hefny, “Healthcare predictive analytics using machine learning and deep learning techniques: a survey,” Journal of Electrical Systems and Information Technology, vol. 10, Article No. 40, 2023. [Online]. Available: https://jesit.springeropen.com/articles/10.1186/s43067-023-00108-y"
91,"M. Giuffrè et al., “Harnessing the power of synthetic data in healthcare,” npj Digital Medicine, vol. 6, Article No. 198, 2023. [Online]. Available: https://www.nature.com/articles/s41746-023-00927-3 (Direct link via medRxiv DOI: https://www.medrxiv.org/lookup/external-ref?access_num=10.1038/s41746-023-00927-3&link_type=DOI)"
92,"N. Mehta, Z. Pandit, and S. Shukla, “Transforming healthcare with big data analytics and artificial intelligence: A systematic mapping study,” Journal of Biomedical Informatics, vol. 100, Article 103311, 2019. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S1532046419302235 (Direct link via medRxiv DOI: https://www.medrxiv.org/lookup/external-ref?access_num=10.1016/J.JBI.2019.103311&link_type=DOI)"
93,"Lotfi Madaoui, Abbes Amira, Malika Kedir Talha, Oussama Kerdjidj, Yassine Himeur, ""Image encoding and wearable sensors-based locomotion mode recognition using convolutional recurrent neural networks"", Biomedical Signal Processing and Control, vol. 87, 2025, Art. no. 107068. [Online]. Available: https://doi.org/10.1016/j.bspc.2024.107068"
94,"Xiaoxiao Li, Liye Mei, Mengping Long, Jin Huang, Wei Yang, Xin Hao, Yi-qang Liu, Jinxuan Hou, Yu Xu, Fuling Zhou, Dupei Wang, Jianghua Wu, Taobo Hu, Cheng Lei, ""Accurately matching serial whole slide images for tumor heterogeneity analysis"", Biomedical Signal Processing and Control, vol. 87, 2025, Art. no. 106825. [Online]. Available: https://doi.org/10.1016/j.bspc.2024.106825"
95,"T. Schäck, M. Muma, M. Feng, C. Guan, and A. M. Zoubir, ""Robust Nonlinear Causality Analysis of Nonstationary Multivariate Physiological Time Series,"" IEEE Transactions on Biomedical Engineering, vol. 65, no. 6, pp. 1213–1225, Jun. 2018. [Online]. Available: https://ieeexplore.ieee.org/document/7934390"
96,"T. Nguyen-Ky, H. D. Tuan, A. V. Savkin, M. N. Do, and N. T. T. Van, ""Real-Time EEG Signal Classification for Monitoring and Predicting the Transition Between Different Anaesthetic States,"" IEEE Transactions on Biomedical Engineering, vol. 68, no. 5, pp. 1450–1458, May 2021. [Online]. Available: https://ieeexplore.ieee.org/document/9329155/"
97,"O. W. Samuel, Y. Z. Kulwa, G. Li, R. N. Khushaba, and S. S. Ge, ""Multiresolution Dual-Polynomial Decomposition Approach for Optimized Characterization of Motor Intent in Myoelectric Control Systems,"" IEEE Transactions on Biomedical Engineering, vol. 69, no. 10, pp. 3122–3133, Oct. 2022. [Online]. Available: https://ieeexplore.ieee.org/document/9947222/"
98,"Ijaz Ahmad, Zhenzhen Liu, Lin Li, Inam Ullah, Sunday Timothy Aboyeji, Xin Wang, Oluwarotimi W. Samuel, Guanglin Li, Yuan Tao, Yan Chen, and Shixiong Chen, ""Robust Epileptic Seizure Detection Based on Biomedical Signals Using an Advanced Multi-View Deep Feature Learning Approach,"" IEEE Journal of Biomedical and Health Informatics, vol. 28, no. 10, pp. To appear, Oct. 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10517529"
99,"P. Ivaturi, D. Chen, T. M. Talbert, Z. Jiang, W. Xu, G. Quer, M. Gadaleta, D. Jha, J. C. Lin, S. Santini, and P. Bonato, ""A Comprehensive Explanation Framework for Biomedical Time Series Classification,"" IEEE Journal of Biomedical and Health Informatics, vol. 25, no. 7, pp. 2398-2408, Jul. 2021. [Online]. Available: https://ieeexplore.ieee.org/document/9360451"
100,"A. Song, L. Xu, L. Wang, B. Wang, X. Yang, B. Xu, B. Yang, and S. E. Greenwald, ""Automatic coronary artery segmentation of CCTA images with an efficient feature-fusion-and-rectification 3D-UNet,"" IEEE Journal of Biomedical and Health Informatics, vol. 26, no. 8, pp. 4044-4055, Aug. 2022. [Online]. Available: https://ieeexplore.ieee.org/document/9405480"
101,"Min-Seo Song and Seung-Bo Lee, ""Comparative study of time-frequency transformation methods for ECG signal classification,"" Frontiers in Signal Processing, vol. 4, Art. no. 1322334, Jan. 2024. [Online]. Available: https://doi.org/10.3389/frsip.2024.1322334"
102,"Ali K. Ibrahim, Hanqi Zhuang, Emmanuelle Tognoli, Ali Muhamed Ali, and Nurgun Erdol, ""Epileptic seizure prediction based on multiresolution convolutional neural networks,"" Frontiers in Signal Processing, vol. 2, Art. no. 1175305, May 2023. [Online]. Available: https://doi.org/10.3389/frsip.2023.1175305"
103,"Christos Chatzichristos, Lauren Swinnen, Jaiver Macea, Miguel Bhagubai, Wim Van Paesschen, and Maarten De Vos, ""Multimodal detection of typical absence seizures in home environment with wearable electrodes,"" Frontiers in Signal Processing, vol. 2, Art. no. 1014700, Oct. 2022. [Online]. Available: https://doi.org/10.3389/frsip.2022.1014700"
104,"P. Hu, Z. Huang, D. Peng, X. Wang, and X. Peng, ""Cross-modal retrieval with partially mismatched pairs,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 45, no. 8, pp. 9595-9610, 2023. [Online]. Available: https://ieeexplore.ieee.org/document/10050111/"
105,"F. Ma, C. Liu, C. Aggarwal, J. Gao, and J. Han, ""Self-paced Multi-view Co-training,"" Journal of Machine Learning Research, vol. 21, no. 182, pp. 1-31, 2020. [Online]. Available: https://www.jmlr.org/papers/volume21/18-794/18-794.pdf"
106,"M. P. Recht, L. M. White, J. Fritz, and D. L. Resnick, ""Advances in Musculoskeletal Imaging: Recent Developments and Predictions for the Future,"" Radiology, vol. 308, no. 2, e230615, Aug. 2023. doi: 10.1148/radiol.230615. [Online]. Available: https://pubmed.ncbi.nlm.nih.gov/37642575/"
107,"P. M. Kumar, U. P. Rao, P. Vijayakumar, N. Chilamkurti, D. Q. Phung, and N. Kumaravel, ""Clouds Proportionate Medical Data Stream Analytics for Internet of Things-Based Healthcare Systems,"" IEEE Journal of Biomedical and Health Informatics, vol. 26, no. 3, pp. 973-982, Mar. 2022. [Online]. Available: https://ieeexplore.ieee.org/document/9520255/"
108,"S. Indra Priyadharshini, D. Shiny Irene, J. Rene Beulah, N. P. Ponnuviji, ""Enhancing real-time health monitoring with hybrid recurrent long short-term tyrannosaurus search for menstrual cups"", Biomedical Signal Processing and Control, vol. 87, 2025, Art. no. 107065. [Online]. Available: https://doi.org/10.1016/j.bspc.2024.107065"
