Index,Citation
91,"Michael A. Skinnider, R. Greg Stacey, David S. Wishart, and Leonard J. Foster, ""Chemical language models enable navigation in sparsely populated chemical space,"" Nature Machine Intelligence, vol. 3, no. 9, pp. 759–770, 2021. [Online]. Available: https://www.nature.com/articles/s42256-021-00368-1"
92,"M. Bober-Irizar and S. Banerjee, ""Neural networks for abstraction and reasoning: Towards broad generalization in machines,"" arXiv preprint arXiv:2402.03507 [cs.AI], 32 pages main text, 17 pages supplementary, Feb. 2024. [Online]. Available: https://arxiv.org/abs/2402.03507"
93,"S. Carrow, K. H. Erwin, O. Vilenskaia, P. Ram, T. Klinger, N. A. Khan, N. Makondo, and A. Gray, ""Neural Reasoning Networks: Efficient Interpretable Neural Networks With Automatic Textual Explanations,"" arXiv preprint arXiv:2410.07966 [cs.LG], Oct. 2024. [Online]. Available: https://arxiv.org/abs/2410.07966"
94,"Q. Chen, Y. Hu, X. Peng, Q. Xie, Q. Jin, A. Gilson, M. B. Singer, X. Ai, P.-T. Lai, Z. Wang, V. K. Keloth, K. Raja, J. Huang, H. He, F. Lin, J. Du, R. Zhang, W. J. Zheng, R. A. Adelman, Z. Lu, and H. Xu, ""Benchmarking large language models for biomedical natural language processing applications and recommendations,"" Nature Communications, vol. 16, no. 1, Art. no. 3280, 2025. Available: https://www.nature.com/articles/s41467-025-56989-2"
95,"C. Wu, P. Qiu, J. Liu, H. Gu, N. Li, Y. Zhang, Y. Wang, and W. Xie, ""Towards evaluating and building versatile large language models for medicine,"" npj Digital Medicine, vol. 8, Art. no. 58, 2025. Available: https://www.nature.com/articles/s41746-024-01390-4"
96,"N. Riccardi, X. Yang, and R. H. Desai, ""The Two Word Test as a semantic benchmark for large language models,"" Scientific Reports, vol. 14, Art. no. 21593, 2024. Available: https://www.nature.com/articles/s41598-024-72528-3"
97,"A. Waldis, Y. Perlitz, L. Choshen, Y. Hou, and I. Gurevych, “Holmes ⌕ A Benchmark to Assess the Linguistic Competence of Language Models,” Transactions of the Association for Computational Linguistics, vol. 12, pp. 1616–1647, 2024. [Online]. Available: https://aclanthology.org/2024.tacl-1.88"
98,"Zhengbao Jiang, Frank F. Xu, Jun Araki, and Graham Neubig. ""How Can We Know What Language Models Know?"" Transactions of the Association for Computational Linguistics, vol. 8, pp. 423–438, 2020. [Online]. Available: https://aclanthology.org/2020.tacl-1.28/"
99,"Alex Warstadt, Alicia Parrish, Haokun Liu, Anhad Mohananey, Wei Peng, Sheng-Fu Wang, and Samuel R. Bowman. ""BLiMP: The Benchmark of Linguistic Minimal Pairs for English."" Transactions of the Association for Computational Linguistics, vol. 8, pp. 377–392, 2020. [Online]. Available: https://aclanthology.org/2020.tacl-1.25/"
100,"Sascha Rothe, Shashi Narayan, and Aliaksei Severyn. ""Leveraging Pre-trained Checkpoints for Sequence Generation Tasks."" Transactions of the Association for Computational Linguistics, vol. 8, pp. 264–280, 2020. [Online]. Available: https://aclanthology.org/2020.tacl-1.18/"
101,"S. W. Yang, H. J. Chang, Z. Huang, A. T. Liu, P. Su, W. Cheng, Y. Li, M. Wu, J. Lee, O. Hussein, M. Maciejewski, X. Zeng, C. H. Chen, Y. Tsao, D. Su, P. Beh, P. Zhang, Y. Shinohara, F. Weninger, F. Ni, S. Watanabe, T. Hori, A. Subramanian, K. K. Chin, P. Garcia-Perera, M. L. Seltzer, and H. Y. Lee, ""A Large-Scale Evaluation of Speech Foundation Models,"" IEEE/ACM Transactions on Audio, Speech, and Language Processing, vol. 32, pp. 2884–2899, 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10502279"
102,"L. Della Libera, P. Mousavi, S. Zaiem, C. Subakan, and M. Ravanelli, ""CL-MASR: A Continual Learning Benchmark for Multilingual ASR,"" IEEE/ACM Transactions on Audio, Speech, and Language Processing, vol. 32, pp. 4486–4500, 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10737390/"
103,"Y. Wang, Y. Zhang, P. Li, and Y. Liu, ""Gradual Syntactic Label Replacement for Language Model Pre-Training,"" IEEE/ACM Transactions on Audio, Speech, and Language Processing, vol. 32, pp. 961–972, 2024. [Online]. Available: https://ieeexplore.ieee.org/document/10315017"
104,"Y. Perlitz, E. Bandel, A. Gera, O. Arviv, L. Ein-Dor, E. Shnarch, N. Slonim, M. Shmueli-Scheuer, and L. Choshen, ""Efficient Benchmarking of Language Models,"" arXiv preprint arXiv:2308.11696, Computation and Language (cs.CL), accepted to NAACL main track, v5, pp. 1–19, 2024. [Online]. Available: https://arxiv.org/abs/2308.11696"
105,"J. Chen, H. Lin, X. Han, and L. Sun, ""Benchmarking Large Language Models in Retrieval-Augmented Generation,"" arXiv preprint arXiv:2309.01431, Computation and Language (cs.CL), accepted to AAAI 2024, v2, pp. 1–14, 2023. [Online]. Available: https://arxiv.org/abs/2309.01431"
106,"T. Kew, A. Chi, L. Vásquez-Rodríguez, S. Agrawal, D. Aumiller, F. Alva-Manchego, and M. Shardlow, ""BLESS: Benchmarking Large Language Models on Sentence Simplification,"" arXiv preprint arXiv:2310.15773, Computation and Language (cs.CL), accepted to EMNLP 2023 as a main long paper, v1, pp. 1–9, 2023. [Online]. Available: https://arxiv.org/abs/2310.15773"
107,"M. N. Nityasya, K. Christodoulopoulos, F. B. Bastani, and J. Kwiatkowski, “A Case for More Rigour in Language Model Pre-Training: Replicability, Reporting, and Evaluations,” Transactions of the Association for Computational Linguistics, vol. 11, pp. 1343–1358, 2023. [Online]. Available: https://aclanthology.org/2023.tacl-1.75/"
108,"Y. In'nami, A. Mizumoto, L. Plonsky, and R. Koizumi, ""Promoting computationally reproducible research in applied linguistics: Recommended practices and considerations,"" Research Methods in Applied Linguistics, vol. 1, no. 3, p. 100030, 2022. [Online]. Available: https://doi.org/10.1016/j.rmal.2022.100030"
109,"K. Zhu, S. M. Sindagi, S. Tao, C. Monfort, S. Pintea, T. Goldstein, A. Shrivastava, L. S. Davis, and R. Feris, ""A Unified Library for Evaluation of Large Language Models,"" Journal of Machine Learning Research, vol. 25, pp. 1-53, 2024. [Online]. Available: https://jmlr.org/papers/volume25/24-0023/24-0023.pdf"
110,"T. Flaminio, H. Hosni, ""Logics for the new AI spring,"" Artificial Intelligence, vol. 323, pp. 104033, October 2023. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S000437022300139X"
111,"M. Krötzsch, S. Rudolph, ""Complexity of rule-based inference on signed data,"" Artificial Intelligence, vol. 323, pp. 104029, October 2023. [Online]. Available: https://www.sciencedirect.com/science/article/pii/S0004370223001352"
112,"Frank Mohr, Oliver Niggemann, Alexander Schill, ""Fast and Informative Model Selection Using Learning Curve Cross-Validation,"" IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 46, no. 4, pp. 3877-3893, 2024. [https://ieeexplore.ieee.org/document/10064171/](https://ieeexplore.ieee.org/document/10064171/)"
